SOYAD, SAYI
OZONEL,108
KARTALKUS,108
OZIRKIN,108
FIRLAK,108
KIVAN,108
KARAKALEM,108
OZETCI,108
CEPIC,108
VARMA,108
SASUNLU,108
CELIKKOLLU,108
ELBAHADIR,108
BORUKOCIN,108
ATADAN,108
KOCABAYIR,108
SELBER,108
TOPRAKSEVER,108
PEMBECI,108
TAYCUR,108
TIRPANOGLU,108
GUSUN,108
KARAOBA,108
OZCIMBIT,108
KALYENCI,108
ISIKKAYA,108
BAGLIOGLU,108
YOLAGELE,108
KABALA,108
YONGUL,108
KARAYAZICI,107
TEMURHAN,107
OKCELIK,107
BILCE,107
DEMIRKOK,107
ATAYIK,107
KIZILDELI,107
KISLAL,107
EGITMEN,107
KOSIK,107
SELAMI,107
KARAKOSELI,107
BAKMAN,107
TOKGUN,107
TANIRCAN,107
BAYDOGDU,107
YELSALI,107
CABSEK,107
FISTIKCIOGLU,107
ESINGEN,107
ERBAVA,107
YUREKCI,107
KARKAN,107
KAVRAAL,107
YAKIZ,107
ELCIVAN,107
ILBEK,107
KUCUKBALLI,107
GOVTAS,107
BAGIRCI,107
AYDEMIS,107
BASANK,107
OZDENLI,107
YOLDAN,107
MEKAN,107
YAKACIK,107
POLU,107
AKDOLUN,107
SERDAS,107
SENEROGLU,107
CILDOGAN,107
KORKMAZGIL,107
KUMANDAS,107
SAVLAK,107
TELCIOGLU,107
MANIOGLU,107
ASLIBAY,107
ANIGI,107
MANCI,107
KAVSAK,107
KARISMA,107
HASILOGLU,107
KOCACAL,107
ULMAN,107
CILLIK,107
SAZAKLI,107
UNKUN,107
HARMANOGLU,107
YAKARER,107
BUKRU,107
AYUNAL,107
BAYGUR,107
DAYIBAS,107
KIRICIOGLU,107
TOTIK,107
DUGANCI,107
BOGAZLIYAN,107
AKRAP,107
TOMAZ,107
KARSLIGIL,107
SIVEREKLI,107
TIKNA,107
YANAS,107
AGRIDAGI,107
MIR,107
OZTEKER,107
CIRIL,107
BEKOZ,107
IMAY,107
KOCGOZ,107
AYABAKTI,107
DARTICI,107
SATILMAZ,107
SALAK,107
BINKAYA,107
ERTEMLI,107
HURDOGAN,107
BILENOGLU,107
GUZELANT,107
ORDUERI,107
ALTINSAY,107
KAZIKOGLU,107
LEYMUN,107
ERCAKAN,107
KARSIN,107
KEPEKLI,107
SUTSURUP,107
OGKE,107
BEKIRHAN,107
IBICIOGLU,107
BARBIN,107
SERTCETIN,107
NUROL,107
ORUCLAR,107
DAMACI,107
PAZARCIOGLU,107
GUMUSKANAT,107
YIGITKAN,107
DERELIER,107
BAYSEKER,107
TERCI,107
PEKTURK,107
DIRHEM,107
IZIDOGRU,107
HORZUMLU,107
GOKBUNAR,107
MADRA,107
AZMAK,107
SAYNI,107
BIRECIK,107
BULUKTIMUR,107
POZAM,107
CUVAS,107
ALER,107
ABABAY,107
GULTOPRAK,107
YORUYEN,107
TOKIS,107
KARAYAL,107
TULO,107
BAGADUR,107
NASLICA,107
BALEN,107
OZACET,107
SIZAR,107
KAYASAROGLU,107
GUDAY,107
GOKSENLI,107
GULSEM,107
BILECI,107
DALCALI,107
KENTER,107
AKBUCAK,107
GARZAN,107
INCEBEY,107
COTU,107
KUCUKOZTAS,107
INCEKALAN,107
CARPISAN,107
CIFTELI,107
BAYBOGAN,107
ANUCUR,107
RECEL,107
ARSLANBOGAN,107
SARSAN,107
CINGOZCE,107
SARIALP,107
BAKISMAZ,107
DOMEK,107
YARADAN,107
COPURKUYU,107
CALTIK,107
BESPARMAKKAYA,107
MUSACALI,107
YURTPINAR,107
UCKULAK,107
KUZUCAN,107
LEVAT,107
TURANALP,107
CEVIKASLAN,107
ERGUNBAS,107
OZVIRAN,107
ESIROGLU,107
YAYLABAS,107
INEKCIOGLU,107
BIRKANIM,107
AKYAN,107
ILISTIR,107
OZBINGOL,107
PIRILDAK,107
HINIK,107
TOPGULOGLU,107
ALTAG,107
AKTUGLU,107
KUCUKCAVUS,107
KIRPIKSIZ,107
AYRANGOL,107
ELBELI,107
ILKINCI,107
AYDOGDULU,107
SARBOGA,107
AKKULU,107
BOYNO,107
ALTUNSUYU,106
TENER,106
SELEM,106
HORSUNLU,106
GUNATA,106
YOKA,106
KAVMAZ,106
TOLUC,106
KUSVURAN,106
TURKKOLESI,106
GUCLUEL,106
OLCASOZ,106
BIRLESIK,106
ERGINCI,106
ALTINKALEM,106
HALICILAR,106
GEREHAN,106
HALAVUT,106
AKCALIOGLU,106
ISLANMAZ,106
KILINCSOY,106
KURUTLU,106
SAGIK,106
HATIRA,106
SAVSA,106
KONC,106
CESMECIK,106
GOKUZUM,106
DEMIRDIZEN,106
KALEMKAS,106
UZUNTARLA,106
GOLLERLI,106
EYIER,106
URKU,106
BAGIMSIZ,106
KUCUCUK,106
TURMEN,106
DAGILMA,106
HEYIK,106
AKSI,106
ISIRKAN,106
BACIN,106
ASAMA,106
DEDETAS,106
GANGAL,106
PASLIOGLU,106
HOP,106
ELICABUK,106
TAPRAMAZ,106
DEVRISOGLU,106
IRER,106
SILBIR,106
ALOK,106
BUYUKLI,106
BORULDAY,106
PILCIOGLU,106
FET,106
OZOGUT,106
AKYUVA,106
KUCUKSIPAHIOGLU,106
GOZAY,106
KUCUKKAHYAOGLU,106
CUSTAN,106
OMUZUBOZLU,106
ZIRAMAN,106
POSCU,106
MEYDANERI,106
YAGLICA,106
ACABOGA,106
TUNCU,106
KOSMA,106
BOLLU,106
BULAYIR,106
EZMECI,106
GONDUR,106
ATATEPE,106
GIRENAY,106
ALISER,106
ASIKAR,106
OZEKCI,106
KURUTAN,106
DEGENEK,106
KAYITBEY,106
BELKIZ,106
KOLES,106
GUNDIYER,106
ERDES,106
SIRRI,106
SANAG,106
KADIKOY,106
TEZMAN,106
YENIEV,106
AKSUY,106
ESKICILER,106
OZOLCER,106
BURUSUK,106
BEKINKAYAN,106
IZLI,106
SAHINKUSU,106
KESIMLI,106
TAVA,106
AKSARAYLI,106
ULUHANLI,106
SEVINER,106
KOMUSCU,106
KINDIK,106
ERKALKAN,106
KARAKANAT,106
CABAROGLU,106
SEYLI,106
TOPALDEMIR,106
ELMADIBI,106
AKITICI,106
IBRIM,106
AKCIT,106
BEZAR,106
KAKAR,106
TOSO,106
MIKYAZ,106
NAZLIMLAR,106
OZLUTURK,106
TANSUK,106
SEZMEZ,106
KESKINCE,106
GOMLEKLI,106
YUCESU,106
BABALIOGLU,106
TALIKACI,106
YUMAT,106
KULHAS,106
OZANDAC,106
HABES,106
TILIM,106
BORKLUOGLU,106
ATTAROGLU,106
KOKUN,106
EYRIPARMAK,106
ARGINDOGAN,106
BELUK,106
ELGIT,106
BAYGARA,106
GORMEZOGLU,106
KAPLANKAYA,106
CELIKTEKIN,106
IVERENDI,106
BOZBESPARMAK,106
MESEN,106
BUYUKDEDE,106
ERDEVIREN,106
CEYNAKLI,106
YUVAKGIL,106
INCIKUSU,106
BILEZIKCI,106
BITIRGEN,106
ISIKCEVAHIR,106
NURI,106
YIGITUSAGI,106
KOKBALIK,106
SARBAY,106
VAYVADA,106
CUFALI,106
BELTEK,106
MUMUNOGLU,106
KOLABAS,106
KIZILTURK,106
CIRGANIS,106
OKUSAL,106
DEFTERLI,106
INCEBOY,106
KARAKASLIOGLU,106
KOZDIBI,106
MUFETTISOGLU,106
CAMBASI,106
HEYDER,106
YUSEN,106
BULUNTEKIN,106
KESEL,106
OTGOZ,106
KOSDU,106
KULEKAYA,106
KANIDAGLI,106
KELE,105
SERINOGLU,105
BOGDU,105
CAYIRLIOGLU,105
OZSUZER,105
KISTIR,105
SERENKILI,105
TARKUN,105
ASLANGIL,105
SARITIKEN,105
AKTASGIL,105
SENELLI,105
SOGUCAKLI,105
AMINCI,105
DEYMEZ,105
ISCANOGLU,105
MAROL,105
BAKIC,105
BOLUS,105
DEVRIMCI,105
SIMSIROGLU,105
KIYMAC,105
AYLU,105
YAVUZDEGER,105
ERCOGUL,105
URSAR,105
EKEREL,105
GULSARAN,105
OFLAR,105
ELIBOLCA,105
EMENCE,105
DILDEN,105
ARSLANTEPE,105
OYUKTAS,105
ERICOK,105
UNCE,105
DENEME,105
HOROZCU,105
ATINKAYA,105
BASTIRMACI,105
ALTUNALEV,105
KAMADAN,105
CABOGLU,105
EYILI,105
PALACIOGLU,105
USTAEL,105
KOBALAS,105
ARUKAN,105
GURMEZ,105
GICILI,105
CERMIKLI,105
ELTURAN,105
KILICSOKAN,105
BAYRAKCAN,105
MICAZ,105
BASYILMAZ,105
SAHNALI,105
AYKULTELI,105
DAMLAPINAR,105
PESKIR,105
ELIDAR,105
DABAGOGLU,105
ILBASI,105
BALDIK,105
KUCUKAKKAS,105
ALPUL,105
OLT,105
ULUBAYRAM,105
NASIRLIOGLU,105
ALBASAN,105
KIRAMANLIOGLU,105
BALIDEDE,105
KURUKIZ,105
ELSAN,105
ALAEDDINOGLU,105
BIRE,105
NAZIFOGLU,105
TACIKAYAN,105
KAPMAZ,105
ERUKCU,105
KALK,105
SIPI,105
KIYAG,105
DUMANER,105
TASDENIZ,105
TERAN,105
TANRIBILIR,105
KESBIC,105
AYTOK,105
ONGI,105
BUTASIM,105
BARTO,105
ELHANSU,105
ESSIZOGLU,105
YUKSELMIS,105
ARANMAZ,105
EYNUR,105
SERMENT,105
YENICAG,105
ERKABADAYI,105
TUZLAK,105
PIYALA,105
KOCACAM,105
UYULMAZ,105
TEZELLI,105
OZYETIS,105
VARIM,105
DOKU,105
BEYAZITLI,105
TARAKLI,105
NEBILER,105
ALTINKAN,105
BOLSOY,105
VULKAN,105
KEYIKCI,105
BOZABALI,105
OTUZOGLU,105
KEPTI,105
USLUG,105
KAPLANGIRAY,105
HULAK,105
ARTIKBOGA,105
ULUADA,105
BAZER,105
OZCANAK,105
BES,105
OKKABAS,105
TANGULER,105
KENCTEMUR,105
CALBAS,105
DAKMAN,105
KIRTE,105
BIRANT,105
ALTINTERIM,105
GENCIZ,105
KOKARCALI,105
ISISAG,105
KILICMAN,105
MAZIOGLU,105
SIRLIBAS,105
AVINA,105
ASLANEL,105
SANBAY,105
YIMSEL,105
BURCOGLU,105
HOSKAL,105
ACIKKAN,105
ENGI,105
MAGRA,105
YENIACUN,105
COLASAN,105
KANGI,105
POLLAZ,105
KONGU,105
ZILIFLI,105
CAVUNDURLUOGLU,105
SACICI,105
KIRKGUL,105
RAZ,105
URERSOY,105
BASBAKICI,105
GOGREMIS,105
ATKAYA,105
KARAYUZ,105
KIZILEL,105
PUNDUK,105
YARMAZ,105
ALLA,105
KOLASAYIN,105
DANGAC,105
YEMELEK,105
KUKSAL,105
IBOLAR,105
CETINKUNAR,105
BARINDUK,105
FERAHKAYA,105
RUZGARESEN,105
SINSEK,104
EYNEL,104
DERINPINAR,104
ORKUT,104
ERTURKLER,104
YURDATAPAN,104
TOKLUK,104
SARLIOGLU,104
GURBUZCAN,104
YETGINER,104
BEZEKCI,104
GONEK,104
ERYAZGAN,104
APAKI,104
UTE,104
ORAKCIOGLU,104
TOPLAN,104
BAZIN,104
BOLUKGIRAY,104
DEVRILMEZ,104
ANBER,104
YAGINLI,104
AKSEVEN,104
AKACAK,104
OZKADAM,104
CELASIN,104
CINGILLIOGLU,104
KURTALI,104
AZIMLI,104
KAYAARDI,104
VAROLAN,104
SEKMEC,104
ULUSOGLU,104
PURLUPINAR,104
HEMSINLI,104
ELICIN,104
NURKAYA,104
GURTEPE,104
OZBEKCI,104
SENSIN,104
OGUZLU,104
ASLISEN,104
PASTIRMA,104
YUKSEKOGLU,104
HATILOGLU,104
DOGUCAM,104
CELIKSOYDAN,104
UZUNHUSEYINOGLU,104
KUKMEN,104
GOCERGI,104
ISBAT,104
KAVLU,104
ZAIFOGLU,104
GAMZELI,104
IYCI,104
BESLEK,104
LATIFACI,104
SORKUNCUK,104
CIBASMAZ,104
ABUZ,104
GOKMESE,104
KARZAN,104
YURDUSAY,104
GULBURUN,104
CORLAK,104
KARAKAZAN,104
KUCUKKECECI,104
ACARBULUT,104
INEM,104
GORURYILMAZ,104
MINDIVANLI,104
TEZGELEN,104
CAVSAK,104
TULEGEN,104
DENSIZ,104
SOYKUVVET,104
TURKMENER,104
COSDU,104
SEVREN,104
HAYBAT,104
ERDAR,104
OKUSLU,104
SETTASI,104
TOKTEMUR,104
COGLAN,104
HENDAN,104
GUZELDIR,104
GUCCAN,104
HULAKO,104
DINGIS,104
YAKI,104
BELKIS,104
SENOK,104
KIYATMAZ,104
ESKIOBA,104
GULOVA,104
EYGIN,104
OZSURUCU,104
ILGINER,104
ERDEMI,104
KAYAKUS,104
IZTAS,104
SEVINCKAN,104
ETKI,104
IGDELIOGLU,104
TANAGARDI,104
CANIDAR,104
GIRGEN,104
OYUKLU,104
UYUMEZ,104
GUMUSCAY,104
DIKSIN,104
KAZGURT,104
ALPSAN,104
TUSU,104
GUZELSOZ,104
BOLBOL,104
OZCER,104
KIRYAR,104
MEHMETOGULLARI,104
UYANIR,104
DEMIRSABAN,104
ULGAC,104
GUNGUNES,104
TASKESTI,104
GOKALAN,104
AKANER,104
SOKMAN,104
YAVRUM,104
OZERAY,104
CENTE,104
HASE,104
RUHI,104
SARIKOL,104
NOYANER,104
ZEREYAK,104
REYHANIOGLU,104
CITOGLU,104
GOYDENIZ,104
BOZGAC,104
GOKAKIN,104
BEYAZELMA,104
PALALIOGLU,104
HUROL,104
ALTINKOPRU,104
BARSLAN,104
GOKU,104
DUGME,104
DOG,104
ALATEPE,104
DONI,104
UYANIKCA,104
COROZ,104
KARAPAZAR,104
TUZIN,104
KARACOBANOGLU,104
GELISGEN,104
SITTI,104
IKDE,104
AKVARDAR,104
DAGYELI,104
BESLENEN,104
SUNAK,104
OKMAK,104
CEPERLI,104
OGURTAN,104
AKCIVI,104
CAPGU,104
TATSIZ,104
BAVAGIR,104
KELEZ,104
OZSEZGIN,104
ATAGOREN,104
CENKERI,104
MULCAR,104
MUMAY,104
BOGU,104
CURGOTAY,104
DOVEZ,104
BESBELLI,104
ONGAY,104
ULGAY,104
TOBCU,104
ISINIBILIR,104
KARGULU,104
POZUT,104
KIRKBES,104
SULGUN,104
COLBANTAY,104
BUYUKBURGAZ,104
ELKOL,104
KIPKIP,104
BAGACLI,103
AYPAN,103
ORME,103
TIMURKAAN,103
KUKEY,103
ICELI,103
SALTEK,103
ERCISLI,103
MUCAHITOGLU,103
IRENCIN,103
AKINBAY,103
TASYILDIZ,103
ALATA,103
AKAMAN,103
BERAT,103
ARCAS,103
MENNAN,103
EYYUP,103
DILCAN,103
KONKUR,103
BOCUKCU,103
TURKEKOLE,103
EMNIYET,103
INCEKOCA,103
AGIRDICI,103
KANEL,103
KARAKAMIS,103
ERTUT,103
YAZIM,103
DUN,103
KARAKOCALI,103
KURSAK,103
BASUSTAOGLU,103
HERVENIK,103
YURTVERMEZ,103
MANI,103
KUCUKALIOGLU,103
BABALAR,103
NEMLIOGLU,103
KOSMAK,103
SONGUT,103
TINKILIC,103
KILINCCI,103
ONURAL,103
HAMATOGLU,103
ERISCI,103
GULYASAR,103
KINDAC,103
BIRGUCU,103
OLUS,103
KOKYAY,103
KOMET,103
FIRFIR,103
GERI,103
HASTAS,103
APUL,103
OVANT,103
TAHMAS,103
TUROGLU,103
MAYIR,103
TIGREK,103
KAZKONDU,103
KINCIR,103
GOLPUNAR,103
BAYGAR,103
OZDABAK,103
VURDEM,103
CIVIR,103
TASLIYURT,103
UNALMISER,103
MASATLI,103
TEKTEMUR,103
CUBUKOGLU,103
YUMUTKAN,103
CENECI,103
BAKGOR,103
OLUM,103
ERGOKMEN,103
GOCENER,103
GIRISGEN,103
OLMEZTURK,103
ANDA,103
KIRBASLAR,103
TACETTIN,103
GONCI,103
AKAC,103
CANGAR,103
TOLAR,103
MILET,103
KAYDIRAK,103
KUYUKAZAN,103
BUCUGA,103
DAGACAR,103
IYMEN,103
HOY,103
AGACKAYA,103
KEYFI,103
DARCANLI,103
OZKETEN,103
YARASAN,103
EYERCI,103
OZKAYALAR,103
PESKET,103
ALTUNDASAR,103
BURCALI,103
MEHMETCIK,103
AYAKDAS,103
BINGOR,103
KESKIL,103
VARMAZ,103
BARSTUGAN,103
DABANLIOGLU,103
ORTAPINAR,103
CUCA,103
BIKLIC,103
GUZELUCAR,103
ZATEROGULLARI,103
KISER,103
CAKACI,103
SALDOGAN,103
ERAKIN,103
TIRENG,103
SILAHTAR,103
UZKUT,103
INDIR,103
ALTINYILDIZ,103
KUDA,103
KAVRAT,103
FERIKOGLU,103
COBAS,103
NARKUZ,103
BUZPINAR,103
TOKSES,103
FINDIKKIRAN,103
SUSEN,103
HAZNADAR,103
KARADEPE,103
MARABI,103
PATLI,103
OZPEKMEZCI,103
BEKCIOGULLARI,103
CEKTIR,103
PUSKULLER,103
AKTEPELI,103
RAHMIOGLU,103
REYHANDALI,103
KARABILGIN,103
BILICELI,103
DAVIZAN,103
GAZCI,103
KOCABABA,103
COPKUR,103
KANYILDIRAN,103
AKMANDOR,103
DAYIBASI,103
ADISANLI,103
ARGUDER,103
MANOGLU,103
OZPILAVCI,103
YAVUZKAPLAN,103
TONAYDIN,103
HIRLAKOGLU,103
ADIRT,103
SACAKLIDIR,103
UZANIR,103
KUZUBASOGLU,103
IBIDAN,103
YELKANAT,103
KABIS,103
KARINCU,103
TEMEN,103
SARITARLA,103
YARAROGLU,103
ESKO,103
ULUALAN,103
EMIRBAS,103
TEZDIG,103
HOSHAN,102
GULERGUN,102
KAYAMAN,102
MAGOL,102
TURSIN,102
UZUNSEL,102
ADASLIK,102
NANTO,102
YURTGAN,102
GURBUZTURK,102
ELGAC,102
OZUCALISIR,102
BILDEN,102
DONDERICI,102
GUNEROGLU,102
TUMERDEM,102
KUNTECI,102
KATUC,102
GUNARA,102
TENIL,102
BUSAI,102
DINCERLER,102
SULUM,102
HARIM,102
DOGARAY,102
YUMURTA,102
URI,102
VURANKAYA,102
BILGIL,102
CIPER,102
CABIOGLU,102
KUCUKTUNA,102
SIHMAN,102
ICSEZGI,102
ACEVIT,102
CINBIRT,102
CALDAS,102
ZOMP,102
GERZELI,102
BUKCU,102
ATESTEPE,102
CIFTGUL,102
GULERSEN,102
ALTINKAYMAK,102
MOCIK,102
BILKAN,102
OZKARAOGLU,102
CAVUSCULU,102
TANGALOGLU,102
OZSANLI,102
FILAZIOGLU,102
GULBAYRAK,102
KULEIN,102
SONUGUR,102
KUMDERE,102
ALINTAS,102
BAYKAS,102
TUNALIGIL,102
ALTO,102
AYKENT,102
ALBAG,102
ALAYURT,102
KATMAZ,102
AKYORUK,102
OZPALA,102
KUTVER,102
KARASUBASI,102
TEMURTURKAN,102
ZEKIOGLU,102
BOLTURK,102
TEKEROGLU,102
GUNAYDINOGLU,102
ALTINBICAK,102
PISIRIR,102
LIDER,102
BAYBOSTAN,102
BEKOL,102
KIYIM,102
DONDURMA,102
OZERGEN,102
CUKURCAM,102
KORSEN,102
SIFA,102
MATOGLU,102
CAYGIN,102
OGUZAY,102
AKBEYAZ,102
GURCINAR,102
TOT,102
AYTORE,102
ETTAR,102
KANUR,102
OZTUTAR,102
INCAMUR,102
ALPDAGTAS,102
CAMUSCU,102
AMACER,102
DINCADAM,102
EYAZ,102
ZELAN,102
ULUDIL,102
APAR,102
DERAL,102
BICERER,102
KUSELI,102
KARTAS,102
MURATLAR,102
SARKICI,102
TAHTAOGLU,102
ANLIAK,102
IRTEKIN,102
YUKEN,102
KIZILLAR,102
UYUM,102
SURETLI,102
ARDIN,102
TEKLI,102
KARACADIR,102
GUMUSTOP,102
ALAKOYUN,102
ALAKUZU,102
GULAKMAN,102
DAYILAR,102
CAKIRPINAR,102
KURTGIL,102
SARITEKELI,102
SAYBIR,102
KULSUZ,102
BOYALAN,102
TORCAN,102
GOZUN,102
OZBICEN,102
TANYOLAC,102
KARAKARA,102
KUCUKKOYLU,102
YANGEC,102
DELIBICAK,102
GILLI,102
GELEKCI,102
ORTAOGLAN,102
TASKOLU,102
TEKINCAN,102
SOYSEVEN,102
BELOGLU,102
ALTUNPUL,102
COBANYILDIZ,102
HIZAVCILAR,102
DALGICER,102
DUSURGE,102
KARAKOCAOGLU,102
OZKULEKCI,102
CUKURCU,102
PEKYEN,102
DIVITCI,102
OVENC,102
KAZAT,102
CETAL,102
BEYRI,102
TOGUZ,102
APLAY,102
ORKMEN,102
TURANCIFTCI,102
KARACAOREN,102
CETINKOZ,102
ZANCO,102
SISANECI,102
MILLIOGLU,102
KADIKIRAN,102
HAMSAN,102
HATAP,102
COLPAK,102
SAHINKOC,102
ILIPINAR,102
SORUDAK,102
KUCUKCESME,102
AKARDENIZ,102
UDUK,102
SARCIN,102
HEMIS,102
DERUN,102
APIL,102
DAGDONDEREN,102
KAYAPA,102
KIRMIZIASLAN,102
CARAL,102
KINDAP,102
DUZMAN,102
TIMARCIOGLU,102
CAYIRPINAR,102
GOYSEN,102
OLCAL,102
GUNYILMAZ,102
OGUROL,102
OZYARAMIS,102
KARNIBUYUK,102
VERICI,102
OZBAYAR,101
CIMENDEN,101
CIFTPINAR,101
ERSUREN,101
ZEGEREK,101
CABUL,101
ULUKOCA,101
KOMSOKEN,101
HANONU,101
BELGELI,101
TELKIRAN,101
YAVUZALP,101
BARLASCEKI,101
UNLUYOL,101
YURGUC,101
SANCAKOGLU,101
CINTEMIR,101
BURHA,101
DOZEN,101
AFSARLI,101
YABANI,101
YOLVER,101
DINARLI,101
BERENDI,101
CIBUKCU,101
ORMEK,101
ILHANER,101
EROZEK,101
KURANER,101
TOYSAL,101
TEKINCE,101
PEKIZ,101
BIGUN,101
BELAN,101
TASCIER,101
CIVANA,101
BAGLICA,101
AYIRBAZ,101
AVADAN,101
ESMA,101
MAILOGLU,101
SIMA,101
KUYUCUKLU,101
YARANERI,101
BAGCAN,101
KOLCULAR,101
FAKIROGLU,101
DOKSAR,101
AH,101
ABUCKA,101
KARATEN,101
TANSOY,101
CALIOGLU,101
BODRUMLU,101
ISTIKBAL,101
PUSUR,101
ISKITOGLU,101
BUGAZ,101
ZILELIOGLU,101
KAZANHAN,101
ONKOYUN,101
CAVUSER,101
MEKEC,101
DUMANAY,101
KUSKULU,101
KARKACI,101
TAKICAK,101
KARASAKIZ,101
SONDUR,101
FERUZE,101
KIPRIKSIZ,101
SERTESEN,101
BILGINSOY,101
INCEGOZ,101
GOKSER,101
BADAKOL,101
BOYNUEGRIOGLU,101
MUMYAKMAZ,101
MARAZOGLU,101
YURBAS,101
KANGOZ,101
ILCEK,101
YUKSELAY,101
ZARARCI,101
DIVAR,101
GOKULU,101
YENIYIL,101
GUVENAL,101
ERNALBANT,101
KARABONCUK,101
BOLPACA,101
ZIYALI,101
TORUNOGULLARI,101
TUTTU,101
EZIRCAN,101
KARACADAL,101
SOLAN,101
DASLICA,101
COSKUNCELEBI,101
MAZ,101
AKCEN,101
YARIMBATMAN,101
KERKESAR,101
OZDUGAN,101
KUCUKKAVRUK,101
ESA,101
KATURMAN,101
UYSAN,101
CABAT,101
KARATURNA,101
FEYDA,101
SENBULBUL,101
ZEPAK,101
KOZEY,101
ELSIZ,101
TEMIZALTIN,101
URAKCI,101
GODEKMERDAN,101
DEMIRTUNC,101
AKZEYBEK,101
SAKARIYA,101
EKLEME,101
KARAABALI,101
SAMAY,101
IKIZCE,101
SEVILMEZ,101
DUGRU,101
COKSEVER,101
PALI,101
OZKIZILCIK,101
EKMEKCIBASI,101
AYBATAN,101
SAHANLAR,101
SEVINCLER,101
MANYASLI,101
BAYCIN,101
BASLANGIC,101
BEGENILMIS,101
KILINCEL,101
KAYAAL,101
TELIM,101
BUYUKAKTEPE,101
YILDOGAN,101
BILEDE,101
SEFKATLIOGLU,101
OMEROGULLARI,101
KOLBAR,101
ALTUNTUG,101
CETINCELIK,101
GUVENCI,101
AYKOSE,101
SILFELER,101
IRKEY,101
OTKUR,101
ABILMEZ,101
CESARET,101
SUVARIOGULLARI,101
ASER,101
TIRNAK,101
UYMUR,101
BOGAZKAYA,101
TULLU,101
BARINDIK,101
SURUKLI,101
YAGANOGLU,101
KUCUKBAGCI,101
OZGELDI,101
SENBERBER,101
ILASLANER,101
TURKSOYU,101
AKINSU,101
BOGAAKCA,101
DIZGIN,101
CAYRAZ,101
INAY,101
OZGOC,101
YOMEN,101
KUCUKRECEP,101
TARHANE,101
ARMUTOGLU,101
GUZELYER,101
EYIM,101
BURNAK,101
TIKMAK,101
ERDIREN,101
BUYUKTEKIN,101
ALACAY,101
BAGMACI,101
YESILNACAR,101
GEBECIK,101
HOCANLI,101
UMUTLUOGLU,101
SELLUM,101
KIRMIZIKILIC,101
AYTI,101
TANOREN,101
BOLATCI,101
SEVDAR,101
POLATKOL,101
DEMIRSEL,101
KIRTILLI,101
MESEGULU,101
OZNAM,101
EZ,101
ONCULOKUR,101
UNGUL,101
CORUZ,101
CATANA,101
BASIMOGLU,101
AYSEVER,101
TALIK,101
KIYATCIG,101
OZDARCIN,101
BAGDADI,101
SILAHDAR,101
SIMPIL,101
YUCEBUDAK,101
YONEV,101
SEYTIN,101
TOPRAKDELEN,101
DIKIK,101
GOLGESIZ,101
KEDEK,101
PARCALI,100
EPREM,100
ASDEMIR,100
BOREKOGLU,100
FADILLIOGLU,100
SAKO,100
BARISSEVER,100
ASLANARGUN,100
ERTUM,100
ZEYFEOGLU,100
KULACLI,100
PAKMAK,100
YELSIZ,100
ISIKIRIK,100
AYGUNEY,100
DERYAOGLU,100
YESILBAGDAN,100
OZKAYRAN,100
SOLAY,100
AKTOLON,100
GATGAR,100
YIYIN,100
GURGOR,100
UTLI,100
ATASAL,100
HIDAYETOGLU,100
AKANLAR,100
SOYKURT,100
MELETLIOGLU,100
ILGA,100
BOSLAMAZ,100
SENCAY,100
KAMBAL,100
TEVEK,100
TOPUR,100
IMZALI,100
BURGUL,100
KERIS,100
GOBEN,100
FERAT,100
ULUAD,100
SESLER,100
AFAN,100
ACIMERT,100
ANKARALIOGLU,100
KOLOT,100
ACEL,100
BOYAMA,100
OZALLI,100
SARIIBRAHIMOGLU,100
BIDAN,100
ESERTAS,100
CENDER,100
BUYAR,100
OZKIPER,100
OLCAYTU,100
SOZEROGLU,100
AMCA,100
KOSNEK,100
ARER,100
DELIBUDAK,100
KEDEROGLU,100
KANLIPICAK,100
AKTUR,100
ERTOPUZ,100
TURKKORKMAZ,100
HIZMETLI,100
YANARSONMEZ,100
BERKA,100
TIPICI,100
HAYRET,100
KUMDAKCI,100
GUNGORDI,100
GOSTERIS,100
CAMOZ,100
SULAKCI,100
SARIGOZLU,100
OZMAT,100
RESADIYELI,100
ERYUCE,100
KALBITAS,100
BEGIS,100
GALE,100
DAMOGLU,100
OZDUZENCILER,100
TARAZ,100
ASTARLIOGLU,100
KOLBAY,100
CAMKARA,100
KAYDOK,100
YUCEMAN,100
COSLU,100
ZENK,100
KECKIN,100
TORON,100
CUDI,100
EGDI,100
TABARA,100
BASUK,100
AYAKATIK,100
CALGAV,100
SURETTI,100
ENUCUR,100
TEBIS,100
AMAT,100
BAYAZAN,100
YARISAN,100
AGACANOGLU,100
RAT,100
YESILKOY,100
GULAKAR,100
YESILOK,100
UZUNKARA,100
YESILBAHCE,100
OCALMAZ,100
ALAKENT,100
SEKERSOY,100
KORDU,100
SAVU,100
ALDAM,100
KARAKUR,100
MESEKOPARAN,100
YARASLI,100
DORTERLER,100
GOKSULAR,100
KAZIKLI,100
BAGLAMACI,100
KARANLIKOGLU,100
METINOL,100
MERMUTLU,100
DEMIRYOLU,100
GOKREN,100
ARCAGOK,100
TEKNELI,100
ISLIKAYE,100
SOYDUR,100
YURTBAKAN,100
BAYKAM,100
OZGUNLU,100
CINGILOGLU,100
CUKURELMALI,100
AYKARA,100
KUCUKALKAN,100
AYDINYURT,100
SEBIT,100
EKSILER,100
